,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,genre,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,WDT,WP,CC,JJR,FW,PDT,NNPS,JJS,$,WP$,EX,RBS,POS
1031,2.0,20.0,,,,10.0,8.0,21.0,5,,1.0,2.0,2.0,,40.0,,,3.0,34.0,13.0,14.0,,,,4.0,,2.0,,1.0,,,1.0,,,,
1032,1.0,,10.0,,,7.0,9.0,1.0,5,1.0,3.0,2.0,,,15.0,,,1.0,12.0,7.0,12.0,1.0,2.0,,,2.0,,,,,,,,,,
1033,1.0,,4.0,,,17.0,36.0,2.0,5,3.0,,1.0,,,56.0,,,8.0,17.0,7.0,,,,,,,,3.0,,,,,,,,
1034,1.0,3.0,3.0,,,7.0,12.0,2.0,5,7.0,,6.0,,,20.0,,,50.0,55.0,14.0,7.0,,,,,,,,,,,,,,,
1035,6.0,11.0,4.0,,1.0,17.0,33.0,8.0,5,5.0,2.0,3.0,,5.0,75.0,1.0,,9.0,55.0,4.0,12.0,,,,,2.0,1.0,,,,,,,,,
1036,,,,,,,,5.0,5,,,3.0,,,26.0,,,,9.0,1.0,,,,,,,,,,,,,,,,
1037,12.0,1.0,3.0,,1.0,11.0,12.0,10.0,5,,,,3.0,,32.0,,,3.0,26.0,2.0,7.0,1.0,,,1.0,1.0,,,,,,,,,,
1038,4.0,4.0,5.0,,3.0,8.0,9.0,8.0,5,1.0,3.0,,,,31.0,1.0,,5.0,32.0,8.0,8.0,5.0,4.0,,,1.0,1.0,,,,,,,,,
1039,2.0,3.0,2.0,,1.0,6.0,18.0,8.0,5,3.0,,2.0,,5.0,44.0,,,5.0,32.0,4.0,5.0,,,,,,2.0,,,,,,,,,
1040,6.0,5.0,11.0,,5.0,15.0,12.0,10.0,5,3.0,2.0,6.0,1.0,,62.0,2.0,,5.0,70.0,8.0,13.0,,,,,1.0,1.0,1.0,,,4.0,,,,,
1041,6.0,,5.0,,1.0,12.0,8.0,5.0,5,2.0,3.0,2.0,1.0,,32.0,,1.0,5.0,17.0,4.0,7.0,,1.0,,,1.0,,,,,,,,,1.0,
1042,13.0,9.0,4.0,,3.0,13.0,13.0,9.0,5,1.0,,27.0,,3.0,51.0,1.0,,4.0,37.0,7.0,14.0,,1.0,,,2.0,1.0,,,,,,,,,
1043,6.0,1.0,10.0,,,9.0,12.0,7.0,5,2.0,1.0,3.0,,,66.0,,,6.0,35.0,7.0,7.0,1.0,,,,,,,,,,,,,,
1044,38.0,4.0,3.0,6.0,2.0,9.0,19.0,14.0,5,3.0,1.0,4.0,10.0,,29.0,7.0,2.0,12.0,27.0,2.0,10.0,1.0,3.0,,,,1.0,,,,,,,,,
1045,4.0,2.0,12.0,,11.0,11.0,8.0,2.0,5,2.0,1.0,2.0,1.0,,26.0,,,5.0,62.0,2.0,8.0,1.0,1.0,,,4.0,,,,,,,,,,
1046,10.0,9.0,3.0,,4.0,9.0,19.0,2.0,5,3.0,3.0,2.0,,2.0,46.0,,,1.0,24.0,12.0,2.0,,5.0,,,6.0,,,,,2.0,,,,,
1047,6.0,,2.0,,,9.0,1.0,,5,,,4.0,,,13.0,,3.0,1.0,8.0,2.0,10.0,,2.0,,,,,,,,,,,,,
1048,7.0,34.0,7.0,1.0,3.0,18.0,14.0,14.0,5,3.0,4.0,8.0,,,17.0,2.0,,14.0,36.0,6.0,15.0,,3.0,,,4.0,1.0,,,,,,,,,
1049,3.0,,3.0,,1.0,8.0,13.0,8.0,5,,,,,1.0,36.0,1.0,,5.0,23.0,13.0,5.0,1.0,4.0,,,8.0,1.0,,,,,,,,,
1050,7.0,6.0,3.0,,2.0,14.0,15.0,1.0,5,2.0,2.0,2.0,2.0,1.0,55.0,1.0,6.0,3.0,48.0,,13.0,,,,,2.0,,,,,1.0,,,,,
1051,16.0,12.0,6.0,,4.0,12.0,14.0,4.0,5,4.0,2.0,4.0,,6.0,36.0,,,26.0,40.0,8.0,14.0,,4.0,,,2.0,,,,,,,,,,
1052,1.0,2.0,18.0,,2.0,7.0,,5.0,5,,,4.0,1.0,,41.0,,,1.0,30.0,3.0,23.0,1.0,,,,8.0,1.0,,,,,,,,,
1053,4.0,2.0,7.0,,8.0,34.0,11.0,1.0,5,1.0,,,1.0,1.0,16.0,1.0,1.0,29.0,5.0,1.0,39.0,2.0,1.0,,,9.0,,,,,,,,,,
1054,5.0,5.0,8.0,,1.0,5.0,3.0,9.0,5,,,10.0,,,23.0,2.0,,1.0,19.0,1.0,5.0,,,,,1.0,,,,,,,,,,
1055,15.0,,6.0,,1.0,7.0,8.0,3.0,5,4.0,3.0,1.0,,1.0,43.0,3.0,,10.0,20.0,7.0,7.0,1.0,1.0,,,5.0,,,,,,,,,,
1056,21.0,6.0,4.0,,7.0,8.0,2.0,72.0,5,,,4.0,2.0,2.0,17.0,,,6.0,32.0,6.0,27.0,2.0,,,,,,,,,,,,,,
1057,8.0,14.0,15.0,,3.0,38.0,34.0,11.0,1,2.0,6.0,9.0,3.0,,94.0,1.0,,14.0,45.0,22.0,28.0,,2.0,,,15.0,,,,1.0,,,,,,
1058,6.0,9.0,14.0,,7.0,19.0,20.0,,1,3.0,1.0,7.0,,2.0,42.0,,,7.0,22.0,18.0,21.0,2.0,3.0,,,11.0,2.0,,,,,,,,,
1059,18.0,3.0,5.0,,3.0,21.0,22.0,10.0,1,,1.0,2.0,12.0,1.0,23.0,,,15.0,19.0,7.0,26.0,,,,,3.0,1.0,,,,,,,,,
1060,15.0,13.0,4.0,1.0,14.0,25.0,29.0,29.0,1,2.0,2.0,1.0,2.0,,110.0,,,13.0,72.0,10.0,11.0,,2.0,,,10.0,,,,,1.0,,,,,
1061,6.0,14.0,13.0,1.0,,12.0,25.0,2.0,1,1.0,1.0,,,,28.0,1.0,,8.0,18.0,10.0,23.0,2.0,,,,4.0,1.0,,,,,,,,,
1062,7.0,9.0,31.0,,2.0,11.0,26.0,7.0,1,1.0,1.0,2.0,1.0,,63.0,,,15.0,49.0,7.0,25.0,,2.0,,,6.0,1.0,,,,,,,,,
1063,2.0,6.0,7.0,,,22.0,9.0,6.0,1,1.0,,4.0,1.0,,31.0,,,6.0,17.0,7.0,19.0,,,,,8.0,6.0,,,,,,,,,
1064,17.0,22.0,10.0,,5.0,34.0,53.0,2.0,1,12.0,3.0,3.0,1.0,,80.0,5.0,,25.0,34.0,24.0,28.0,1.0,1.0,,,10.0,,,,,1.0,,,,,
1065,2.0,6.0,12.0,1.0,2.0,34.0,27.0,17.0,1,7.0,9.0,2.0,,,64.0,,4.0,5.0,34.0,23.0,25.0,,1.0,,,6.0,,,,,1.0,,,,,
1066,14.0,13.0,9.0,,5.0,18.0,14.0,7.0,1,6.0,4.0,,6.0,,99.0,,,9.0,28.0,15.0,22.0,,2.0,,,19.0,,,,,,,,,,
1067,9.0,7.0,12.0,,,9.0,3.0,9.0,1,,1.0,1.0,3.0,,29.0,,,6.0,19.0,6.0,18.0,,4.0,,,,1.0,,,,1.0,,,,,
1068,1.0,4.0,18.0,,3.0,13.0,8.0,1.0,1,4.0,4.0,,,1.0,41.0,,1.0,11.0,23.0,13.0,12.0,2.0,1.0,,,3.0,,,,1.0,,,,,,
1069,9.0,10.0,9.0,,2.0,7.0,16.0,8.0,1,2.0,,1.0,2.0,1.0,44.0,,,7.0,54.0,10.0,10.0,,1.0,,,1.0,,4.0,,,,,,,,
1070,13.0,7.0,14.0,1.0,,22.0,12.0,8.0,1,1.0,1.0,,7.0,2.0,49.0,,,26.0,97.0,23.0,30.0,,2.0,,,13.0,1.0,1.0,,,,,,,,
1071,7.0,6.0,20.0,,3.0,9.0,14.0,8.0,1,2.0,1.0,8.0,1.0,3.0,48.0,3.0,,2.0,39.0,8.0,35.0,1.0,,,,6.0,,,,,,,,,,
1072,12.0,1.0,15.0,,2.0,16.0,18.0,8.0,1,3.0,,,2.0,1.0,46.0,,,12.0,19.0,14.0,24.0,,1.0,,1.0,9.0,,,,,,,,,,
1073,3.0,2.0,12.0,,1.0,12.0,22.0,1.0,1,1.0,1.0,3.0,,,28.0,,,11.0,28.0,19.0,11.0,,4.0,,,,,,,,,,,,,
1074,4.0,13.0,3.0,,3.0,17.0,25.0,13.0,1,7.0,1.0,2.0,2.0,,68.0,3.0,,16.0,28.0,18.0,18.0,,5.0,,4.0,2.0,,,,,,,,,,
1075,16.0,,6.0,,,21.0,27.0,17.0,1,3.0,6.0,2.0,3.0,1.0,57.0,3.0,,8.0,14.0,5.0,22.0,6.0,10.0,,,8.0,3.0,,,,,,,,,
1076,6.0,,10.0,,1.0,43.0,14.0,6.0,1,,,2.0,,,36.0,,,9.0,18.0,6.0,32.0,1.0,,,,4.0,,,,,9.0,,,,,
1077,7.0,5.0,10.0,,,41.0,9.0,7.0,1,11.0,5.0,4.0,5.0,,25.0,,,13.0,18.0,15.0,43.0,,3.0,2.0,1.0,5.0,,,,1.0,,,,,,
1078,3.0,11.0,14.0,,4.0,7.0,3.0,2.0,1,3.0,3.0,32.0,1.0,1.0,74.0,,,5.0,24.0,4.0,18.0,2.0,4.0,,,3.0,,,,,,,,,,
1079,1.0,13.0,1.0,,1.0,20.0,20.0,5.0,1,1.0,,2.0,,,46.0,,,5.0,9.0,14.0,11.0,6.0,1.0,,2.0,6.0,,,,,20.0,,,1.0,,
1080,6.0,1.0,21.0,,8.0,6.0,16.0,5.0,1,8.0,4.0,16.0,,1.0,27.0,3.0,,14.0,26.0,17.0,17.0,,,,,1.0,,,,3.0,,,,,,
1081,12.0,8.0,1.0,,1.0,13.0,20.0,3.0,1,,1.0,2.0,,,25.0,3.0,,10.0,7.0,5.0,12.0,,3.0,,,3.0,,,,,,,,,,
1082,1.0,9.0,5.0,,2.0,26.0,15.0,9.0,1,,3.0,2.0,,,39.0,,,14.0,27.0,9.0,27.0,,,,,13.0,,,,,2.0,,,,,
1083,2.0,5.0,5.0,,,9.0,8.0,1.0,1,7.0,1.0,1.0,,,19.0,2.0,,6.0,35.0,8.0,11.0,,1.0,,1.0,2.0,,,,,,,,1.0,,
1084,16.0,4.0,5.0,,14.0,30.0,37.0,19.0,1,1.0,3.0,2.0,,1.0,74.0,3.0,,16.0,27.0,8.0,32.0,,2.0,,3.0,6.0,,,,,2.0,,,,,
1085,16.0,1.0,2.0,,9.0,7.0,5.0,4.0,1,1.0,,,,,31.0,,,7.0,10.0,6.0,6.0,,,,17.0,5.0,,,,,,,,,,
1086,40.0,1.0,,,,5.0,1.0,1.0,1,1.0,,4.0,11.0,,5.0,12.0,,1.0,13.0,5.0,15.0,,,,8.0,5.0,,,,,,,,,,
1087,7.0,3.0,7.0,,3.0,28.0,23.0,2.0,1,6.0,6.0,2.0,2.0,1.0,28.0,,,14.0,19.0,7.0,28.0,,2.0,,,9.0,,,,,,,,,,
1088,30.0,9.0,22.0,,,27.0,38.0,6.0,1,3.0,3.0,16.0,1.0,,25.0,26.0,,11.0,59.0,1.0,47.0,,,,,3.0,1.0,2.0,,,1.0,,,,,
1089,1.0,12.0,9.0,,,15.0,19.0,13.0,1,1.0,1.0,5.0,,,34.0,,,6.0,28.0,15.0,14.0,,1.0,,2.0,13.0,3.0,,,,,,,,,
1090,7.0,1.0,3.0,,,1.0,12.0,3.0,1,2.0,13.0,1.0,2.0,4.0,19.0,,,5.0,3.0,1.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,
1091,11.0,4.0,7.0,,,8.0,7.0,1.0,1,1.0,,2.0,2.0,3.0,14.0,,,12.0,24.0,7.0,9.0,,2.0,,,1.0,,,,,,,,,,
1092,4.0,8.0,2.0,,1.0,8.0,12.0,3.0,1,2.0,3.0,3.0,,,9.0,,,9.0,31.0,5.0,8.0,,,,,2.0,,,,,,,,,,
1093,6.0,3.0,10.0,,,22.0,6.0,10.0,1,2.0,,2.0,3.0,,37.0,,,4.0,27.0,14.0,27.0,3.0,10.0,,,4.0,1.0,,,2.0,,,,,,
1094,2.0,1.0,11.0,,2.0,24.0,34.0,13.0,1,2.0,2.0,5.0,,1.0,175.0,,,21.0,80.0,2.0,30.0,,3.0,,,10.0,,,,,,,,,,
1095,6.0,17.0,3.0,,1.0,36.0,18.0,7.0,1,1.0,5.0,3.0,,,12.0,,,8.0,25.0,4.0,36.0,,,,,3.0,,,,1.0,,,,,,
1096,18.0,1.0,13.0,,1.0,14.0,6.0,3.0,1,6.0,8.0,21.0,7.0,1.0,50.0,,1.0,13.0,28.0,3.0,29.0,,1.0,,,6.0,,,,,,,,,,
1097,5.0,10.0,,,,8.0,7.0,4.0,1,3.0,30.0,5.0,,,19.0,,,14.0,19.0,1.0,9.0,1.0,1.0,,,1.0,,,,,,,,8.0,,
1098,3.0,5.0,3.0,,,24.0,15.0,33.0,1,4.0,2.0,2.0,2.0,1.0,28.0,,,25.0,39.0,5.0,13.0,,2.0,,,,,,,,,,,,,
1099,4.0,10.0,,,,22.0,4.0,2.0,1,3.0,2.0,2.0,,2.0,25.0,,,2.0,38.0,7.0,26.0,,3.0,,,5.0,,,,,,,,,,
1100,5.0,3.0,7.0,,,5.0,12.0,9.0,1,,2.0,2.0,,,43.0,2.0,,18.0,19.0,,12.0,,,,,9.0,1.0,,,,,,,,,
